OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-CA,USGS California Water Science Center,USGS-384316121250301,010N005E15K001M,Well,,18020111,,,,,38.72105556000000,-121.4175278000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,77,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,067,,,,20131002,210,ft,210,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-384318121230001,010N005E13F001M,Well,,18020111,,,,,38.72163889000000,-121.3841778000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,106,feet,2.5,feet,Interpolated from topographic map.,NGVD29,US,06,067,Central Valley aquifer system,Sacramento Valley Aquifer,Unconfined single aquifer,19971029,166,ft,189,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-384329120572601,010N009E14F001M,Well,,18020129,,,,,38.72483330000000,-120.9572222000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1198,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,017,,,,19910401,340,ft,340,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-384330121293901,010N004E13F001M,Well,,18020161,,,,,38.72511667000000,-121.4954417000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,22,feet,2.5,feet,Interpolated from topographic map.,NGVD29,US,06,067,Central Valley aquifer system,Sacramento Valley Aquifer,Unconfined single aquifer,19970528,50,ft,50,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-384346120425201,010N011E12P001M,Well,,18020129,,,,,38.72947220000000,-120.7145000000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2720,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,017,,,,19900620,300,ft,300,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-384347121140801,010N007E08P001M,Well,,18020111,,,,,38.72983330000000,-121.2355000000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,183,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,061,,,,19930322,150,ft,150,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-384455121292101,010N004E01K001M,Well,,18020111,,,,,38.74877778000000,-121.4898889000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,42,feet,5.4,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,101,Central Valley aquifer system,Sacramento Valley Aquifer,Unconfined single aquifer,19900830,162,ft,162,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-384504120572001,010N009E02G001M,Well,,18020129,,,,,38.75113889000000,-120.9555000000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1128,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,017,,,,19880923,400,ft,400,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-384512120532401,010N010E04E001M,Well,,18020129,,,,,38.75327778000000,-120.8898610000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1586,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,017,,,,19890527,200,ft,200,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-384527120334301,011N013E31H001M,Well,,18020129,,,,,38.75752778000000,-120.5619444000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4123,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,017,,,,20040607,360,ft,360,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-384545122362601,011N007W35M001M,Well,,18020162,,,,,38.76258330000000,-122.6074722000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1072,feet,20,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,033,California Coastal Basin aquifers,,,19760830,283,ft,283,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-384551120544201,011N010E31E001M,Well,,18020129,,,,,38.76411110000000,-120.9115278000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1615,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,017,,,,19990430,300,ft,300,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-384617120460001,011N011E29J001M,Well,,18020129,,,,,38.77127778000000,-120.7665833000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2082,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,017,,,,19890518,500,ft,500,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-384623121411401,SACRAMENTO R A R MILE 86.2 NR KNIGHTS LANDING CA,Stream,,18020104,,,,,38.77300000000000,-121.6872806000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,29,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,101,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-384642120362901,011N012E26B001M,Well,,18020129,,,,,38.77838889000000,-120.6080000000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,3518,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,017,,,,20021001,620,ft,620,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-384643121111301,011N007E27C001M,Well,,18020111,,,,,38.77866667000000,-121.1869444000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,451,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,061,,,,19920504,200,ft,200,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-384643121360701,011N003E23R003M,Well,,18020161,,,,,38.77850000000000,-121.6019167000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,23,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,101,,,,19970827,135,ft,135,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-384649121361501,NATOMAS CROSS CANAL A VERONA CA,Stream: Canal,,18020161,,,,,38.78028056000000,-121.6041194000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,22,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,101,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-384649121381101,SACRAMENTO SLOUGH NR VERONA CA,Stream,,18020104,,,,,38.78017930000000,-121.6374608000000,24000,1,seconds,Interpolated from MAP.,NAD83,26,feet,2.5,feet,Interpolated from topographic map.,NGVD29,US,06,101,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-384726121373901,FEATHER R A R MILE 0.4 MI A VERONA CA,Stream,,18020159,,,,,38.79058056000000,-121.6276500000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,24,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,101,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-384737121433201,KNIGHTS LANDING RIDGE CUT A KNIGHTS LANDING CA,Stream,,18020163,,,,,38.79352778000000,-121.7254444000000,24000,1,seconds,Interpolated from MAP.,NAD83,32.5,feet,2.5,feet,Interpolated from topographic map.,NAVD88,US,06,113,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-384755121205201,PLEASANT GROVE C A CROCKER RANCH RD NR ROSEVILLE C,Stream,,18020161,,,,,38.79861110000000,-121.3477778000000,24000,1,seconds,Interpolated from MAP.,NAD83,85,feet,2.5,feet,Interpolated from topographic map.,NGVD29,US,06,061,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-384800120050001,011N017E15M001M,Well,,18020129,,,,,38.80038889000000,-120.0961110000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6755,feet,20,feet,Interpolated from topographic map.,NAVD88,US,06,017,Other aquifers,,,19970815,400,ft,400,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-384804121432401,COLUSA BASIN DRAINAGE CANAL A KNIGHTS LANDING CA,Stream: Canal,,18020104,,,,,38.80108056000000,-121.7232500000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,33,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,113,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-384814123044001,011N011W15E001M,Well,,18010110,,,,,38.80400000000000,-123.0777778000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1148,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,097,,,,19920801,160,ft,160,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-384852120540501,011N010E07Q001M,Well,,18020129,,,,,38.81441667000000,-120.9014167000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,748,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,017,,,,19770908,100,ft,100,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-384902121005801,011N009E07K001M,Well,,18020129,,,,,38.81736110000000,-121.0161944000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1522,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,017,,,,19900319,400,ft,400,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-384917120035001,011N017E11A001M,Well,,18020129,,,,,38.82141667000000,-120.0640278000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,7079,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,017,,,,19720627,82,ft,82,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-384930121130901,011N007E05P001M,Well,,18020111,,,,,38.82497220000000,-121.2202500000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,374,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,061,Other aquifers,Basement Complex of Pretertiary Age,,19780807,100,ft,100,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-384938121312801,011N004E04R002M,Well,,18020161,,,,,38.82712140000000,-121.5255134000000,24000,1,seconds,Interpolated from MAP.,NAD83,30.00,feet,2.5,feet,Interpolated from topographic map.,NGVD29,US,06,101,Central Valley aquifer system,,,19671019,165,ft,166,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-384945121034801,011N008E02N001M,Well,,18020128,,,,,38.82916667000000,-121.0633333000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1408,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,017,,,,20010515,500,ft,500,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-384949121233501,011N005E02M001M,Well,,18020161,,,,,38.83017706000000,-121.3941209000000,24000,1,seconds,Interpolated from MAP.,NAD83,85,feet,2.5,feet,Interpolated from topographic map.,NGVD29,US,06,061,Central Valley aquifer system,Sacramento Valley Aquifer,Unconfined single aquifer,19911022,180,ft,180,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-385014121271501,011N005E06A001M,Well,,18020161,,,,,38.83713889000000,-121.4540833000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,59,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,061,,,,20120605,125,ft,125,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-385028120484701,012N010E36P001M,Well,,18020129,,,,,38.84113889000000,-120.8131667000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2215,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,017,,,,19890829,100,ft,100,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-385123121470801,012N002E30J001M,Well,,18020104,,,,,38.85628859000000,-121.7866327000000,24000,1,seconds,Interpolated from MAP.,NAD83,27,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,113,Central Valley aquifer system,,,19560706,260,ft,260,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-385131120021601,012N018E29E001M,Well,,16050101,,,,,38.86047220000000,-120.0225278000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6300,feet,20,feet,Interpolated from topographic map.,NGVD29,US,06,017,Other aquifers,,,,330,ft,600,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-385137121440101,SACRAMENTO R A R MILE 94.6 NR ROBBINS CA,Stream,,18020104,,,,,38.86026944000000,-121.7336833000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,32,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,101,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-385200120000001,012N018E21E002M,Well,,16050101,,,,,38.87594444000000,-120.0004167000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6309,feet,20,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,017,Other aquifers,,,,266,ft,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-385200121195701,012N006E29C001M,Well,,18020161,,,,,38.86669444000000,-121.3334167000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,127,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,061,Central Valley aquifer system,,,19770111,195,ft,195,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-385256121362201,012N003E14Q001M,Well,,18020161,,,,,38.88222220000000,-121.6061110000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,31,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,101,,,,20061008,105,ft,105,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-385300121150001,012N006E13N002M,Well,,18020161,,,,,38.88608330000000,-121.2655833000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,200,feet,2.5,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,061,Central Valley aquifer system,,,19971007,480,ft,480,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-385306120592301,012N009E17R001M,Well,,18020128,,,,,38.88513889000000,-120.9897778000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1574,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,017,,,,19880401,200,ft,200,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-385314121401701,012N003E18H001M,Well,,18020104,,,,,38.88691667000000,-121.6727444000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,22,feet,2.5,feet,Interpolated from topographic map.,NGVD29,US,06,101,Central Valley aquifer system,Sacramento Valley Aquifer,Unconfined single aquifer,19970530,50,ft,50,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-385318121252201,012N005E16K001M,Well,,18020161,,,,,38.88819444000000,-121.4227778000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,82,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,061,,,,20050420,160,ft,160,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-385329121121801,012N007E16F001M,Well,,18020161,,,,,38.88936110000000,-121.2080278000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,537,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,061,Central Valley aquifer system,,,19810915,150,ft,150,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-385423121342701,012N004E07C002M,Well,,18020161,,,,,38.90572220000000,-121.5752500000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,32,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,101,Central Valley aquifer system,,,19740618,147,ft,147,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-385430120534501,012N010E07H001M,Well,,18020129,,,,,38.90847220000000,-120.8957778000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2023,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,017,,,,19971024,350,ft,350,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-385431121451401,012N002E09B002M,Well,,18020104,,,,,38.90848889000000,-121.7550667000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,22,feet,2.5,feet,Interpolated from topographic map.,NGVD29,US,06,101,Central Valley aquifer system,Sacramento Valley Aquifer,Unconfined single aquifer,19970714,29,ft,35,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-385432121213001,012N005E12A001M,Well,,18020161,,,,,38.90841667000000,-121.3590833000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,113,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,061,Central Valley aquifer system,Sacramento Valley Aquifer,Unconfined single aquifer,19890804,110,ft,110,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-385455120481601,012N010E01J001M,Well,,18020129,,,,,38.91525000000000,-120.8044722000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2851,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,017,,,,20001121,175,ft,175,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-385500120000001,012N018E05B001M,Well,,16050101,,,,,38.92811110000000,-120.0115556000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6232,feet,15,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,017,Pacific Northwest basin-fill aquifers,,,1972,495,ft,495,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-385526120545601,012N009E01A001M,Well,,18020128,,,,,38.92391667000000,-120.9155833000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2094,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,017,,,,19861022,250,ft,250,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-385528121151401,012N006E01B001M,Well,,18020161,,,,,38.92436110000000,-121.2548056000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,253,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,061,Other aquifers,Basement Complex of Pretertiary Age,,19810728,150,ft,150,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-385543121552101,013N001W36Q002M,Well,,18020104,,,,,38.92855556000000,-121.9235278000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,33,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,011,Central Valley aquifer system,,,19530228,364,ft,364,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-385546121312801,013N004E33J001M,Well,,18020161,,,,,38.92925000000000,-121.5254444000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,52,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,101,Central Valley aquifer system,Sacramento Valley Aquifer,Unconfined single aquifer,19620514,154,ft,155,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-385559120471701,013N011E31H001M,Well,,18020128,,,,,38.93308330000000,-120.7880278000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,3034,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,017,,,,19880816,250,ft,250,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-385624121065401,013N008E32D001M,Well,,18020161,,,,,38.93991667000000,-121.1151110000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1407,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,061,,,,19770415,225,ft,225,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-385700120060001,013N017E21NS02M,Spring,,16050101,,,,,38.95219444000000,-120.1124444000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6580,feet,20,feet,Interpolated from topographic map.,NGVD29,US,06,017,Other aquifers,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-385741122402101,CLEAR LK A MOORING LA-12 NR CLEARLAKE PARK CA,"Lake, Reservoir, Impoundment",,18020116,,,,,38.96142500000000,-122.6726360000000,24000,.5,seconds,Interpolated from MAP.,NAD83,1325,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,033,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-385801121055801,013N008E02H001M,Well,,18020161,,,,,38.96708330000000,-121.0996667000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1290,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,061,,,,19910614,300,ft,300,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-385817123061801,013N011W19H002M,Well,,18010110,,,,,38.97122220000000,-123.1057778000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,483,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,045,Other aquifers,Holocene Alluvium,,19730110,40.0,ft,63.0,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-385820121271401,013N005E18R001M,Well,,18020126,,,,,38.97230556000000,-121.4540278000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,71,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,101,,,,19821208,110,ft,110,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-385852123420501,013N017W24D001M,Well,,18010108,,,,,38.98113889000000,-123.7032222000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,45,feet,20,feet,Interpolated from topographic map.,NGVD29,US,06,045,Other aquifers,Marine Terrace Deposits,,19670410,55.0,ft,55.0,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-385859122430101,CLEAR LK A MOORING LA-03 NR CLEARLAKE PARK CA,"Lake, Reservoir, Impoundment",,18020116,,,,,38.98299444000000,-122.7169860000000,24000,.5,seconds,Interpolated from MAP.,NAD83,1325,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,033,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-385900121020001,013N008E12F001M,Well,,18020126,,,,,38.99450000000000,-121.0368610000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1740,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,061,,,,1987,180,ft,180,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-385908120442601,013N011E10P001M,Well,,18020128,,,,,38.98547220000000,-120.7406944000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,3478,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,017,,,,20040826,425,ft,425,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-385932121212401,013N006E07E001M,Well,,18020126,,,,,38.99227778000000,-121.3566944000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,154,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,061,,,,20130730,180,ft,180,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-385947120542701,013N010E06N001M,Well,,18020128,,,,,38.99636110000000,-120.9075833000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2390,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,061,,,,19901114,225,ft,225,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-390000121010001,013N009E06Q001M,Well,,18020126,,,,,39.00391667000000,-121.0152778000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1750,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,061,,,,20050330,300,ft,300,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-390000122080001,013N003W01G001M,Well,,18020104,,,,,39.00744444000000,-122.1411667000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,355,feet,10,feet,Interpolated from topographic map.,NAVD88,US,06,011,Central Valley aquifer system,,,19600528,870,ft,1040,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-390003123040401,013N011W09HS01M,Spring,,18010110,,,,,39.00083330000000,-123.0678889000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1036,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,045,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-390005122441301,CLEAR LK A MOORING LA-11 NR BUCKINGHAM PARK CA,"Lake, Reservoir, Impoundment",,18020116,,,,,39.00130556000000,-122.7368778000000,24000,.5,seconds,Interpolated from MAP.,NAD83,1325,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,033,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-390015121160101,013N006E02J001M,Well,,18020161,,,,,39.00330556000000,-121.2682222000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,379,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,061,Other aquifers,Basement Complex of Pretertiary Age,,19780214,200,ft,200,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-390016121015901,WOOLEY C A VAN GIESEN DR NR MEADOW VISTA CA,Stream,,18020126,,,,,39.00439720000000,-121.0333333000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1646,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,061,,,,,,,,,NWIS
